domain,tld,email_type,spon_registrar,keyword,httpcode,locate_cmp,web_judge_result
95588vcn.cc,3,0,0,1,3,2,no
95533qz.com,1,3,12,1,3,1,no
ccbbkg.cc,3,2,8,1,3,1,no
icbcfby.cc,3,1,2,1,3,1,no
ccbcmb.cc,3,1,2,1,3,1,no
itzhidian.com,1,0,0,1,3,2,yes
sxjm.org,5,0,0,1,3,2,no
nbyajia.com,1,8,1,1,2,2,no
hsw9.com,1,0,3,2,2,2,no
cnblogs.com,1,12,12,2,2,1,yes
95533nc.com,1,5,1,1,3,2,no
twesdfghdfx.ml,16,0,0,1,3,2,no
ccbvra.com,1,0,10,2,2,2,no
qqzhixi.com,1,0,0,1,3,1,no
ghkxjf.com,1,0,0,1,3,2,no
cz-jmjx.com,1,2,12,2,2,1,yes
xzdiaoyu.com,1,1,2,2,2,1,yes
88899399.com,1,0,3,1,4,2,yes
10086rc.pw,11,0,0,1,4,1,no
007155.com,1,0,0,2,4,2,no
hbxj.science,16,12,12,2,3,2,no
enbloc.cn,2,11,12,2,2,2,no
ccbshop.info,6,0,0,1,3,2,no
ccbssu.cc,3,5,1,1,3,2,no
ymloo86.com,1,12,8,1,3,1,no
ccznut.cc,3,5,1,1,3,1,no
599234.com,1,0,0,4,2,2,no
gzhxsf.com,1,0,0,1,3,1,no
121383.com,1,0,0,2,2,2,no
abckj.com,1,0,0,4,3,2,no
htw365.com,1,1,12,1,4,1,no
ccbpz.cc,3,5,1,1,3,2,no
cbbacsv.cc,3,1,6,1,3,1,no
ccbfgw.com,1,0,0,1,3,2,no
fghgfshdgsf.tk,14,0,0,1,2,2,no
ccbtyx.cc,3,5,1,1,3,2,no
jinanww86.com,1,12,11,1,3,1,no
028tm.com,1,1,4,1,2,2,yes
95588vx.com,1,2,2,1,3,1,no
jnfcay.cc,3,5,1,1,3,2,no
leermy.net,4,0,0,1,3,2,no
pey-ccbi.cc,3,1,2,1,4,1,no
ccbrsf.cc,3,5,1,1,3,2,no
levehome.com,1,12,2,2,2,1,yes
vip99.co,10,12,12,1,2,1,no
ccbebf.com,1,0,0,1,3,2,no
24jywgpt.com,1,0,0,1,3,2,no
95533wnu.cc,3,1,8,1,3,1,no
pkzx.com,1,0,3,4,2,2,yes
4437g.com,1,0,0,1,4,2,no
lwtls.com,1,0,0,1,3,2,no
ucoz.net,4,12,12,2,2,2,yes
ccbsst.com,1,0,0,1,1,2,no
1188yd.com,1,0,0,1,2,2,no
ccvoec.cc,3,5,1,1,3,1,no
31322.com,1,0,3,4,2,2,no
ccbnr.cc,3,5,1,1,3,2,no
lnbqfw.cn,2,2,12,1,3,2,no
565648.com,1,12,11,1,2,1,yes
tm95588.cc,3,5,1,1,3,2,no
cmlife.net,4,12,12,1,2,1,yes
95599-jf.top,13,0,0,1,3,1,no
95588n-icbc.com,1,2,2,1,4,1,no
567429.com,1,0,0,4,2,2,no
cdimsx.com,1,2,2,1,3,1,no
ccb-tc.com,1,0,0,1,2,2,no
089p.com,1,2,12,1,2,1,no
597713.com,1,0,0,1,2,2,no
crinc.cc,3,2,4,1,4,1,no
ccbhrsx.com,1,1,2,1,3,1,no
cdctwh.com,1,2,4,1,3,2,no
flazzard.com,1,0,0,2,2,2,no
iccbts.pw,11,0,0,1,2,1,no
ccbyrs.cc,3,5,1,1,3,2,no
ugoou.com,1,0,3,1,1,2,no
odbo.com,1,12,12,4,2,1,yes
cvascd.cc,3,1,6,1,4,1,no
icbcfth.cc,3,1,2,1,3,1,no
fwyqj.com,1,0,0,1,3,2,no
wrfgv.com,1,0,0,1,3,2,no
308308.com,1,1,2,1,1,1,yes
icbctis.pw,11,0,0,1,4,1,no
95533elkccb.com,1,2,12,1,4,1,no
puffant.com,1,12,1,2,2,2,yes
ccbuyt.com,1,1,2,1,3,1,no
jj00.cc,3,0,0,1,4,2,no
segongzhu.com,1,0,0,1,3,2,yes
jlfzb.cn,2,12,12,2,2,2,yes
0574419.com,1,0,0,1,2,2,no
gnhxf.com,1,0,0,1,3,2,no
cbbcdn.cc,3,1,2,1,4,1,no
hg3109.com,1,0,0,4,4,2,no
ccbmvg.cc,3,5,1,1,3,2,no
weyes.cn,2,12,12,2,2,2,yes
l0086iee.com,1,0,0,1,3,2,no
ccxozcm.cc,3,1,6,1,4,1,no
95588-gf.com,1,0,0,1,3,2,no
jcyqd.com,1,0,0,1,3,2,no
cbckzd.cc,3,1,6,1,3,1,no
icidd.com,1,0,0,1,1,2,no
cxcscz.cc,3,2,8,1,3,1,no
ccbxo.com,1,0,0,1,3,2,no
a789.org,5,12,12,1,3,1,yes
wishdown.com,1,2,2,4,2,1,yes
t9fa.com,1,0,0,2,2,2,no
2856.net,4,12,12,2,2,2,yes
ccbnck.cc,3,5,1,1,4,2,no
ccbebb.com,1,0,0,1,4,2,no
ccbktk.cc,3,2,1,1,3,2,no
iouce.cc,3,1,2,1,3,1,no
98ystsosugou.com,1,0,0,1,2,2,no
4437c.com,1,0,0,1,4,2,no
49ff.us,16,1,12,4,2,1,no
jmzt8.com,1,0,0,1,3,1,no
henau.net,4,1,1,2,2,1,yes
600seba.com,1,12,12,2,2,2,no
icbcyyi.cc,3,1,2,1,3,1,no
amps1.cn,2,1,12,1,2,2,yes
fydzdn.com,1,5,1,1,4,1,no
demo8.com,1,12,1,2,2,2,yes
icbc-zn.cc,3,1,7,1,3,1,no
zmworld.com,1,1,4,2,2,2,yes
lexunwang1009.com,1,0,0,1,3,2,no
yaecbcc.com,1,0,0,1,3,1,no
10086mnc.pw,11,0,0,1,4,1,no
bfzg.com,1,12,12,2,2,1,yes
sdcbbxw.cc,3,1,6,1,3,1,no
qhhsjzh.com,1,0,0,2,2,2,yes
vc-95588.com,1,0,0,1,3,2,no
ancavicooliveoil.com,1,0,9,1,3,1,no
cnaduxa.com,1,2,2,1,3,1,no
shishangcaifu.com,1,2,1,2,2,2,yes
064666.com,1,3,7,4,3,1,no
cbbngy.cc,3,1,6,1,3,1,no
ccbkyr.cc,3,0,1,1,3,2,no
psy-cuc.cc,3,2,2,1,3,1,no
148la.cn,2,1,12,1,4,2,no
2256522.com,1,0,3,1,4,2,no
221551.com,1,0,12,4,2,2,no
cbbxed.cc,3,5,1,1,3,2,no
565650.com,1,0,0,1,1,2,no
it878.com,1,0,0,1,4,1,no
wap-icbcs.cc,3,2,2,1,3,1,no
ccbae.com,1,1,12,1,3,1,no
kuai333.com,1,0,0,4,4,2,no
fmfqk.com,1,0,0,1,3,2,no
yxdown.com,1,0,0,4,2,2,yes
wwwkuaibo.com,1,1,4,4,2,2,yes
95588-lzq.com,1,0,0,1,4,2,no
ghbcya.com,1,2,2,1,3,1,no
133449.com,1,0,0,4,2,2,no
373tw.com,1,0,0,1,3,1,no
ccbqfs.cc,3,5,1,1,4,2,no
csdbsp.com,1,1,12,1,3,1,no
feitengsoft.com,1,0,3,2,2,2,yes
51cycs.com,1,1,2,2,2,1,yes
icbcgs.cc,3,1,2,1,3,1,no
kosdcs.com,1,0,0,1,3,2,no
sheitc.gov.cn,2,12,12,1,4,2,yes
icbcspa.com,1,0,0,1,4,2,no
mbc.cn,2,12,12,1,2,2,yes
taobao267.com,1,0,0,1,3,2,no
bs10086.pw,11,0,0,1,4,1,no
67608.com,1,0,3,1,4,2,no
myuca.pw,11,0,0,1,4,1,no
whsykmzb.com,1,1,2,1,4,1,no
jdz10086.pw,11,0,0,1,4,1,no
ady69.com,1,12,12,1,4,2,no
32107.com,1,0,0,2,4,2,yes
ccbkbb.cc,3,5,1,1,4,2,no
3309.cc,3,1,12,1,3,1,yes
bbnfr.cn,2,2,12,1,4,2,no
cbckjd.cc,3,5,1,1,3,2,no
rh10086.cc,3,2,8,1,3,1,no
77888.info,6,2,12,1,2,1,no
cowlevel.net,4,12,12,2,2,2,yes
ccbkbc.com,1,0,0,1,3,2,no
ccbrks.cc,3,5,1,1,3,2,no
lmdyw.net,4,12,10,2,2,2,no
wangxiaolu.cc,3,2,6,1,4,1,yes
t2cn.com,1,12,1,4,2,2,yes
casyll.com,1,12,12,1,2,2,no
jykyj.com,1,1,7,1,4,1,no
1398988.com,1,0,3,1,2,2,no
fmdtq.com,1,0,0,1,3,2,no
ccbjsb.cc,3,5,1,1,3,1,no
chinawater.com.cn,2,12,12,1,4,2,yes
mxice.com,1,12,12,1,2,1,yes
icbcbcn.com,1,1,1,1,3,2,no
10086hi.com,1,2,2,1,3,1,no
bet263.cc,3,1,8,1,3,1,no
11suji.com,1,0,0,1,3,2,yes
95588ket.cc,3,1,8,1,3,1,no
fgeresg.pw,11,0,0,1,2,1,no
15yc.com,1,0,0,2,2,2,yes
ccbygk.cc,3,5,1,1,3,2,no
ncmi.cn,2,12,12,1,4,2,yes
cthur.com,1,0,0,1,3,2,no
95588jfaw.cc,3,1,8,1,3,1,no
95588zxk.pw,11,0,0,1,4,1,no
sp024.com,1,5,1,2,2,2,yes
ccbuaw.cc,3,5,1,1,3,2,no
246905.com,1,12,11,1,4,2,no
ccbjsccb.cc,3,12,2,1,4,1,no
ccbwadf.com,1,0,0,1,1,2,no
737375.com,1,0,0,4,2,2,no
andyvision.net,4,1,12,1,4,2,no
joqyko.pw,11,0,0,2,2,1,no
0277msc.com,1,0,0,4,2,2,no
cbboq.cc,3,0,0,1,3,2,no
118707.com,1,0,0,1,4,2,no
1861.hk,16,12,12,2,2,1,no
34sun.com,1,0,0,4,2,2,no
438300.net,4,1,2,1,1,1,yes
zjemc.org.cn,2,12,12,2,3,2,yes
icbcbcci.com,1,2,2,1,4,1,no
95533sd.cc,3,12,8,1,3,1,no
ichjf.com,1,5,1,1,3,2,no
city991.com,1,12,7,4,2,1,yes
rushmail.com,1,0,0,2,2,2,yes
2357.cc,3,1,2,2,2,1,yes
yhxbank.com,1,0,0,2,4,2,yes
410.cc,3,0,0,1,2,2,yes
cczbon.cc,3,5,1,1,3,2,no
xatrm.com,1,1,2,2,2,1,yes
ixbta.com,1,0,0,1,3,2,no
wap-icbcw.cc,3,2,2,1,3,1,no
ibtar.com,1,0,0,1,3,2,no
qiyou.com,1,1,2,2,2,1,yes
005529.com,1,1,2,1,2,1,no
7877357.com,1,0,0,1,3,2,no
fmfqm.com,1,0,0,1,3,2,no
ccbvvz.cc,3,5,1,1,4,2,no
20282.com,1,0,0,4,1,2,no
tkqowe.win,12,0,0,1,3,1,no
gs10086.cc,3,2,8,1,3,1,no
cm1981.com.cn,2,2,12,2,2,2,yes
009hh.com,1,0,0,3,2,2,yes
icbdxc.com,1,1,10,2,4,2,no
cdy95533hs.com,1,0,0,1,3,1,no
567722.com,1,0,0,4,2,2,no
wgsyhe.com,1,2,2,1,3,1,no
bjagfo.cn,2,3,12,1,4,2,yes
cybersummit.cn,2,3,12,1,4,2,no
cbcked.cc,3,5,1,1,3,2,no
cbbsdy.cc,3,1,6,1,4,1,no
06432.com,1,0,0,1,3,2,no
bsooct.com,1,0,0,1,3,2,no
c-force.me,8,3,4,2,2,1,yes
cabet706.com,1,12,11,2,4,2,no
sfghsrthfdgs.gq,16,0,0,1,3,2,no
icbcjcb.com,1,0,0,1,3,2,no
ccbdds.com,1,0,0,1,3,2,no
wap-95533-js.cc,3,2,2,1,3,1,no
henhense.com,1,0,0,2,2,2,no
ccbktw.cc,3,5,1,1,3,1,no
ccaex.cc,3,12,6,1,3,1,no
sghsrthsfg.gq,16,0,0,1,2,2,no
ccbxeam.com,1,0,0,1,3,1,no
ewin6.com,1,12,8,2,4,1,yes
gaosan.com,1,1,1,2,2,2,yes
yl777.club,16,4,12,4,2,1,no
agagn.com,1,12,7,1,2,1,no
huirendai.com,1,1,1,1,1,2,yes
dihaojj.com.cn,2,1,12,2,4,2,no
95588oh.cc,3,1,8,1,3,1,no
bswtkz.pw,11,0,0,2,2,1,no
nikwd.cc,3,1,2,1,3,1,no
95566cn.win,12,0,0,1,4,1,no
ccvoxb.cc,3,0,0,1,3,2,no
0184064.com,1,1,4,1,3,2,no
ccb-sr.cc,3,5,1,1,2,2,no
vcb95533.cc,3,12,2,1,3,1,no
fmdqd.com,1,0,0,1,3,2,no
88198.com,1,0,0,1,2,2,no
513fq.net,4,12,12,1,2,2,yes
ccbjet.cc,3,5,1,1,3,2,no
vewevtxc.cc,3,1,4,1,3,1,no
wap-95533-ga.cc,3,1,2,1,3,1,no
bojjfds.com,1,0,0,1,3,2,no
95588vib.cc,3,1,8,1,3,1,no
ccbesv.cc,3,5,1,1,3,2,no
rrt-tryz.com,1,1,6,1,2,1,yes
cmccltd.com,1,2,2,1,2,1,yes
acbc-vip.cc,3,2,2,1,4,1,no
wangsu68.com,1,0,0,1,3,2,no
938678.com,1,0,3,1,2,2,no
apple-ios-official.com,1,0,0,1,3,2,no
imsci.cn,2,12,12,2,2,2,yes
yx-95588.com,1,0,0,1,3,2,no
gdswy.com,1,0,0,2,4,1,yes
gichq.com,1,0,0,1,3,2,no
ccbusg.cc,3,5,1,1,3,2,no
ccvumt.cc,3,5,1,1,3,2,no
leshuiguo.cn,2,1,12,1,3,2,no
wap-nx95588.cc,3,2,4,1,3,2,no
gsyhfq.com,1,2,4,1,4,1,no
waitui.com,1,0,3,2,4,2,yes
jus10086.com,1,12,11,1,3,1,no
92g.com,1,0,0,1,4,2,yes
pm-95588.com,1,0,0,1,3,2,no
jinshikai.com,1,2,12,2,2,1,yes
95533fiy.cc,3,1,8,1,3,1,no
ccbhre.cc,3,5,1,1,3,1,no
yanxiu.com,1,1,1,2,2,2,yes
kaduoliya.net,4,4,8,1,4,1,no
qsknight.com,1,0,0,1,3,2,no
blowergc.com,1,0,0,1,3,2,yes
mgm7733.com,1,1,8,4,2,1,no
1649.net,4,0,3,1,4,2,no
5s777.com,1,12,10,2,2,2,no
hrbludi.com,1,1,2,1,1,1,yes
sytx616.com,1,0,0,2,2,2,no
guostx.com,1,1,8,1,4,1,yes
certd.cc,3,1,12,1,3,1,no
fadfg.com,1,1,2,1,3,1,no
76722.com,1,0,0,4,2,2,no
21xr.com,1,12,12,2,2,1,yes
gdlzh.com,1,0,0,2,4,2,no
haoshu.net,4,0,12,1,4,2,yes
game268.com,1,0,3,1,2,2,no
jiexi.net,4,12,4,2,2,1,yes
95588zxq.pw,11,0,0,1,4,1,no
086cloud.com,1,12,8,1,4,1,yes
ibtau.com,1,0,0,1,3,2,no
0532jd.com,1,1,7,4,2,1,yes
cfgzx.com,1,1,1,1,2,2,yes
criyi.com,1,0,0,1,3,2,no
hongmeiyabo.com,1,12,12,4,2,1,no
epc.com.cn,2,12,12,1,1,2,yes
haorenshuo.com,1,1,2,1,4,1,yes
youxicztic.com,1,0,0,1,3,2,no
ccbmib.cc,3,5,1,1,3,2,no
xiaonvren.cn,2,2,12,1,3,2,yes
ccbytr.pw,11,0,0,1,4,1,no
zhwj.net,4,1,4,2,2,2,yes
4544wqewqe.com,1,0,0,1,3,1,no
gzs.com.cn,2,12,12,1,4,1,yes
cwii6.science,16,12,12,2,3,2,no
izbap.com,1,1,12,1,3,1,no
cbaes.cc,3,2,2,1,3,1,no
95588-yl.com,1,1,10,1,2,1,no
341232.com,1,1,1,2,3,2,no
cs339.com,1,0,0,2,2,2,no
ccb-cm.cc,3,5,1,1,3,2,no
yeesha.com,1,12,1,2,3,2,yes
5s333.com,1,2,1,1,2,2,no
97fen.cn,2,0,0,1,3,2,no
taerww.pw,11,0,0,1,2,1,no
zzszc.com,1,1,1,1,2,2,yes
xv17.com,1,0,12,1,4,2,no
ccbmif.cc,3,5,1,1,3,2,no
95588-lya.com,1,0,0,1,4,1,no
462000.com,1,0,0,2,4,2,yes
ztmotor.net,4,1,12,4,1,1,no
035555.com,1,0,0,1,2,2,no
szspeed.net,4,1,8,4,2,1,no
kmdjwa.cc,3,0,0,1,3,2,no
xjwz.org,5,12,12,1,4,1,yes
ccbno.cc,3,5,1,1,4,2,no
9ppp.com,1,12,12,2,2,1,no
fsicbco.cc,3,1,4,1,3,1,no
ccbetz.cc,3,5,1,1,3,2,no
wap-cvnr.cc,3,3,2,1,4,1,no
cscmanm.com,1,0,0,1,3,1,no
chpegasus.com,1,12,12,2,2,2,yes
arikj.link,16,1,12,1,3,1,no
china6666.com,1,0,0,2,2,2,yes
bwin1099.com,1,0,0,4,4,2,no
10086apb.pw,11,0,0,1,4,1,no
shnn.com,1,12,12,2,2,1,yes
95588km.cc,3,1,8,1,3,1,no
956333.com,1,0,0,4,2,2,no
51hbjob.com,1,1,1,2,2,2,yes
zqlsj.com,1,12,12,1,2,1,yes
ccbmvr.cc,3,5,1,1,3,2,no
ln10086ll.cn,2,2,12,1,3,2,no
ccbbax.cc,3,5,1,1,3,2,no
ccbynn.cc,3,1,8,1,3,1,no
hz-95588.com,1,0,0,1,3,2,no
gxfcad.cc,3,5,1,1,3,2,no
pay-aqf.cc,3,0,0,1,3,2,no
uccb.tk,14,0,0,1,4,2,no
aqyxp516.com,1,0,0,4,1,2,no
whszm4.com,1,0,0,1,3,2,no
mocosn.net,4,0,0,1,4,2,no
95533rbc.cc,3,1,8,1,3,1,no
3gzhubao.com,1,1,1,1,4,2,yes
c-erz.com,1,2,6,1,4,1,yes
qiulinmc.com.cn,2,12,12,2,2,1,yes
myyx668.com,1,0,0,2,3,1,no
tzjeep.com,1,2,2,1,1,1,yes
l0086bv.com,1,0,0,1,3,1,no
ccnkan.cc,3,0,0,1,3,2,no
95533jss.cc,3,2,4,1,4,1,no
wap-icbcou.com,1,0,0,1,3,2,no
ccocdw.cc,3,2,8,1,3,1,no
koocar.com,1,12,1,1,4,2,yes
001pay.net,4,0,0,1,4,2,yes
ccbakx.cc,3,5,1,1,3,2,no
daa86.cc,3,1,8,2,2,1,no
zhiguan360.cn,2,1,12,2,2,2,yes
zgtax.net,4,2,1,2,2,2,yes
xmweiyana.com,1,1,6,1,4,2,yes
xpjxz.com,1,2,10,4,2,2,no
gsuag.com,1,0,0,1,3,2,no
100089.com,1,12,12,1,2,2,yes
33e9.com,1,12,2,1,4,1,yes
gikns.com,1,0,0,1,3,2,no
hoing.net,4,5,1,2,2,2,yes
6332wy.com,1,0,0,1,3,1,no
icxsw.cc,3,1,2,1,3,1,no
02944.com,1,0,0,2,2,2,no
ccuvan.cc,3,5,1,1,3,2,no
599593.com,1,0,0,1,2,2,no
gb126.cn,2,11,12,1,4,2,yes
gbdjq.com,1,0,0,1,3,2,no
lyhqw.net,4,12,12,1,3,2,yes
bydnwx.com,1,12,12,1,2,1,yes
6521xxwls.com,1,0,0,1,3,1,no
ccsenx.cc,3,1,6,1,3,1,no
gsyhqd.com,1,0,0,1,3,2,no
ccbuuo.cc,3,1,8,1,4,1,no
jeppsons.org,5,12,12,1,2,2,no
gdnpo.gov.cn,2,12,12,2,2,2,yes
cbbnah.cc,3,5,1,1,3,2,no
shjuytjhrdgs.ml,16,0,0,1,3,2,no
95588ol.cc,3,1,8,1,3,1,no
aassff.com,1,0,0,4,2,1,no
ccbowu.cc,3,5,1,1,3,2,no
ccbnhd.cc,3,3,7,1,3,1,no
95533ht.cc,3,1,8,1,3,1,no
8167888.com,1,0,0,1,4,2,no
ccbwfr.cc,3,5,1,1,3,2,no
galluccifoods.com,1,12,12,1,3,2,no
95533cx.com,1,3,10,1,3,2,no
comba.com.cn,2,12,12,1,4,2,yes
gsjic.com,1,0,0,2,3,1,no
gou3618.com,1,5,1,2,2,1,yes
dgyhpm.cn,2,12,12,2,2,2,no
ccvoxz.cc,3,5,1,1,3,2,no
189car.com,1,12,1,2,2,2,yes
ajiweaga.pw,11,0,0,1,3,1,no
95533iccbc.cc,3,0,0,1,3,2,no
facaishu.com,1,0,3,2,4,2,yes
285789.com,1,0,0,4,2,2,no
jf95588t.cc,3,1,8,1,3,1,no
heaven-gd.com,1,0,0,1,3,2,no
dljex.cn,2,2,12,1,2,2,no
ccbvsp.cc,3,5,1,1,3,2,no
7878365.com,1,0,0,2,2,2,yes
sexidude.com,1,12,12,1,3,2,no
paiwmhsy19.com,1,0,0,1,1,2,no
wgsyhf.com,1,2,2,1,3,1,no
439908.com,1,0,0,4,2,2,no
ccsawr.cc,3,5,1,1,3,2,no
3net.net.cn,2,3,12,1,4,2,yes
szleicheng.cn,2,2,12,2,2,2,yes
95588-xbk.com,1,0,0,1,3,2,no
4004848.com,1,0,0,1,3,1,no
ccbbjv.cc,3,5,1,1,3,2,no
civsc.com,1,0,0,1,3,1,no
wkypsez86.com,1,12,11,1,1,1,no
040909.com,1,0,0,2,3,2,no
657778.com,1,0,3,1,4,2,no
51web8.net,4,0,0,1,3,1,no
923870.com,1,0,0,1,4,2,no
2kuku.com,1,12,12,1,4,1,yes
cglvshi.org,5,0,0,1,3,2,yes
345095.com,1,0,0,1,2,2,no
95588ic.win,12,0,0,1,3,1,no
meixi.com,1,0,0,2,2,2,yes
fj-steel.com,1,2,4,1,3,1,yes
hunshuiyao.com,1,3,6,2,2,1,no
wchkq.com,1,3,12,4,4,1,no
cbbpad.com,1,1,10,1,3,2,no
l0086yfcw.com,1,0,0,1,3,1,no
aziae.com,1,0,0,1,3,2,no
826677.com,1,0,0,4,2,2,no
ksj95588.cc,3,2,8,1,4,1,no
0388888.com,1,0,0,4,2,2,no
wap-icbcu.info,6,2,12,1,3,1,no
ccbuxi.cc,3,5,1,1,3,2,no
555858.com,1,0,0,1,4,2,yes
95533uk.cc,3,5,1,1,3,2,no
gy007.com,1,3,2,2,3,1,yes
cra100.com,1,3,1,1,2,2,yes
gsyhkk.com,1,2,2,1,3,1,no
10086xgqk.com,1,0,0,1,3,1,no
93ku.com,1,0,0,1,3,2,yes
ccbrue.cc,3,5,1,1,3,2,no
89988.com,1,0,0,1,4,2,no
ccbjhp.cc,3,1,8,1,4,1,no
nmzhb.com,1,2,12,4,2,2,yes
ccbze.cc,3,5,1,1,4,2,no
gnakd.cc,3,3,1,1,1,2,no
90zp.com,1,0,0,2,2,2,yes
ixdth.com,1,0,0,1,3,2,no
95599-a.pw,11,0,0,1,4,1,no
kaicongshop.com,1,0,0,1,4,2,yes
cbuxea.cc,3,12,8,1,3,1,no
jcjqm.com,1,0,0,1,3,2,no
ccsoaw.cc,3,5,1,1,3,2,no
dyjshop.cn,2,12,12,1,4,2,no
cvkkny.com,1,12,6,1,3,1,no
bbtjs.cc,3,5,1,1,3,2,no
wap-icbvip.cc,3,3,2,1,4,1,no
0732-edu.com,1,2,8,4,3,1,no
ccbn.name,16,0,10,2,2,2,no
283vv.com,1,12,10,1,3,1,no
3371777.com,1,12,12,2,4,2,no
i1234567.xyz,15,0,0,1,3,1,no
8170888.com,1,0,0,2,2,2,no
shaikao.com,1,0,3,1,4,2,yes
91qc.cc,3,0,0,1,3,1,no
zgdhcc.com,1,0,9,1,3,2,no
95533jsg.cc,3,1,8,1,3,1,no
ccbvst.cc,3,5,1,1,3,2,no
jsjfcs.pw,11,0,0,1,4,1,no
fmqhj.com,1,0,0,1,3,2,no
755520.com,1,0,0,4,4,2,no
icbccbw.com,1,0,0,1,3,2,no
ss49.net,4,1,4,1,3,1,no
icbcrrc.com,1,0,0,2,1,2,no
ccmway.cc,3,5,1,1,3,2,no
885887.com,1,12,11,1,2,1,yes
icbbx.cc,3,0,0,1,3,2,no
cbbhrt.com,1,2,10,2,2,2,no
ghjfsx.com,1,2,2,1,3,1,no
wufalc.pw,11,0,0,2,2,1,no
vsdbdewrt.com,1,1,12,1,3,1,no
zgyxcm.com,1,1,8,2,4,1,yes
ghjfat.com,1,1,1,1,3,2,no
028xinli.com,1,0,0,4,2,2,no
10086th.com,1,0,0,1,2,2,no
cbnkkq.cc,3,12,8,1,3,1,no
cczxc.cc,3,1,2,1,3,1,no
br95588.cc,3,5,1,1,3,2,no
ccbezg.cc,3,5,1,1,4,2,no
dghtyq.cn,2,4,12,1,3,2,yes
ccbzw.cc,3,5,1,1,3,1,no
psacae.com,1,2,2,1,3,1,no
bhuib.cn,2,8,12,1,4,2,no
qeoyoq.loan,16,0,0,1,3,1,no
syw65pt.com,1,0,0,1,1,2,no
jnhtaf.com,1,1,6,4,3,1,no
icdcwh.cc,3,1,4,1,4,1,no
icbsne.cc,3,8,2,1,3,1,no
045.biz,9,12,12,2,2,1,no
cbsrw.cn,2,1,12,1,3,2,no
lehuo111.com,1,0,0,1,4,1,no
333zzz.cn,2,1,12,2,2,2,yes
ccbixf.cc,3,5,1,1,3,2,no
029hszl.com,1,0,0,1,3,2,yes
ghjfas.com,1,1,8,1,3,1,no
px-95588.com,1,0,0,1,3,2,no
qihaoqu.com,1,1,2,1,2,1,yes
kj0277.com,1,0,0,1,3,2,no
ccbcbh.cc,3,5,1,1,3,2,no
ixdty.com,1,0,0,1,3,2,no
ccsawz.cc,3,5,1,1,3,2,no
cbaxiu.cc,3,2,12,1,3,1,no
ccbwg.cc,3,5,1,1,3,2,no
011292.com,1,0,0,2,2,2,no
xuexiya.net,4,1,8,1,3,1,yes
abcshiming.com,1,12,2,1,3,1,no
95533ky.com,1,3,12,1,3,1,no
icbccna.com,1,1,1,1,3,2,no
95599f.club,16,0,0,1,3,1,no
zcool.com.cn,2,12,12,2,2,2,yes
nxwb.net,4,1,2,1,4,1,yes
mmrs.gov.cn,2,8,12,2,3,1,yes
ccbjm.cc,3,5,1,1,3,2,no
fmjwq.com,1,0,0,1,3,2,no
bhxx.net,4,0,0,1,4,2,yes
cvkeck.com,1,2,6,1,3,1,no
scw.net,4,0,3,1,4,2,yes
ccbjct.cc,3,1,1,1,3,2,no
3317133.com,1,0,3,1,4,2,no
ccumos.cc,3,5,1,1,3,2,no
95588ghn.pw,11,0,0,1,4,1,no
cbtosk.cc,3,12,8,1,3,1,no
m8849.cn,2,12,12,1,4,2,yes
ccbbnt.cc,3,5,1,1,3,2,no
academytrans.com,1,2,4,1,3,2,yes
tiantiankaixin.cc,3,2,2,1,3,1,no
95533eoccb.com,1,2,12,1,4,1,no
m-mccbi.cc,3,1,2,1,3,1,no
pay-ccby.com,1,3,10,1,3,2,no
scsrytzjt.com,1,12,12,1,2,2,no
ajdc.com.cn,2,1,12,1,4,2,no
gfsdoo.com,1,0,0,1,3,2,no
95588-cc.pw,11,0,0,1,4,1,no
cbaxim.cc,3,2,12,1,3,1,no
95599nk.cc,3,1,8,1,3,1,no
012798.com,1,12,12,4,4,1,no
244889.com,1,0,0,4,2,2,no
northnews.cn,2,12,12,2,4,2,yes
0352la.com,1,12,12,1,3,2,no
cbcyqc.cc,3,1,6,1,3,1,no
7down.com,1,0,0,3,2,2,yes
wrmss.cn,2,1,12,1,3,2,no
dscottbrown.com,1,12,12,1,2,2,no
izdxu.com,1,1,12,1,3,1,no
chilandtoys.com,1,0,0,2,1,2,yes
wap-ccib.cc,3,2,2,1,3,1,no
ciguan.com,1,0,0,1,3,2,yes
flsoo.com,1,1,6,2,4,1,no
ghfcdd.cc,3,5,1,1,3,1,no
huowo88.com,1,0,0,1,1,2,no
icbuv.com,1,1,12,1,3,1,no
txgoujian.com,1,2,12,2,2,1,yes
ckfivb.cc,3,0,0,1,3,2,no
gshxzq.cc,3,5,1,1,3,2,no
sayyw.com,1,0,0,1,3,2,yes
lcbix.com,1,0,0,1,2,2,no
fsadghatehdf.tk,14,0,0,1,2,2,no
73948.com,1,0,0,1,2,2,no
wap-crvb.cc,3,3,2,1,4,1,no
ccbgc.cc,3,5,1,1,4,2,no
izdxd.com,1,1,12,1,3,1,no
kpkp1.com,1,12,12,1,4,2,no
gzcloudbeing.com,1,0,0,2,2,2,yes
btzol.com,1,5,1,2,2,2,yes
e-95599.pw,11,0,0,1,4,1,no
7975566.com,1,12,12,4,2,1,no
84242.com,1,0,0,1,2,2,no
l0086pcn.com,1,1,2,1,3,1,no
icjifen.com,1,0,0,1,4,2,no
520zouli.cn,2,0,0,1,3,2,yes
lcbcv.com,1,0,0,1,2,2,no
